t,x_gt,y_gt,x_est,y_est
348.932,14.236,9.96417,11.2572,4.29629
348.952,14.255,9.96227,11.2622,4.28762
348.972,14.2555,9.96222,11.2671,4.27892
348.992,14.2746,9.96033,11.2721,4.27023
349.012,14.2751,9.96027,11.2771,4.2616
349.032,14.3021,9.95723,11.2821,4.25292
349.052,14.3026,9.95717,11.2871,4.2443
349.072,14.3026,9.95717,11.2921,4.23558
349.092,14.329,9.9539,11.2971,4.22695
349.112,14.3295,9.95384,11.3021,4.21827
349.132,14.3473,9.95182,11.3071,4.20966
349.152,14.3568,9.95104,11.3122,4.20103
349.172,14.3573,9.95101,11.3172,4.19236
349.192,14.3758,9.94982,11.3223,4.18371
349.212,14.3762,9.94979,11.3273,4.1751
349.232,14.3947,9.94864,11.3324,4.16642
349.252,14.3952,9.94861,11.3374,4.15782
349.272,14.4213,9.94696,11.3425,4.14916
349.292,14.4223,9.94688,11.3476,4.14048
349.312,14.4223,9.94688,11.3527,4.13188
349.332,14.4478,9.94473,11.3577,4.12327
349.352,14.4482,9.94469,11.3628,4.11469
349.372,14.4655,9.94321,11.3679,4.10612
349.392,14.4747,9.94243,11.373,4.09752
349.412,14.4751,9.94239,11.378,4.08897
349.432,14.4929,9.94087,11.3831,4.08041
349.452,14.4934,9.94083,11.3883,4.0718
349.472,14.5112,9.93931,11.3934,4.06319
349.492,14.5117,9.93927,11.3985,4.05457
349.512,14.529,9.93779,11.4037,4.04602
349.532,14.5386,9.93696,11.4088,4.03749
349.552,14.5386,9.93696,11.4139,4.02892
349.572,14.5636,9.93482,11.419,4.02035
349.592,14.564,9.93478,11.4242,4.01173
349.612,14.5818,9.93325,11.4293,4.00323
349.632,14.5913,9.93244,11.4345,3.99468
349.652,14.5918,9.9324,11.4396,3.98611
349.672,14.6102,9.93082,11.4448,3.97748
349.692,14.6107,9.93078,11.45,3.96882
349.712,14.6291,9.9292,11.4552,3.96027
349.732,14.6296,9.92916,11.4604,3.95162
349.752,14.6481,9.92758,11.4655,3.94306
349.772,14.6485,9.92754,11.4707,3.9345
349.792,14.6675,9.92591,11.4758,3.92594
349.812,14.6675,9.92591,11.4809,3.9174
349.832,14.6934,9.9237,11.4861,3.90882
349.852,14.6939,9.92365,11.4913,3.90024
349.872,14.6939,9.92365,11.4964,3.89169
349.892,14.7208,9.92135,11.5015,3.88318
349.912,14.7213,9.92131,11.5067,3.87459
349.932,14.7392,9.91977,11.5118,3.86602
349.952,14.7487,9.91896,11.517,3.85746
349.972,14.7492,9.91892,11.5221,3.84889
349.992,14.7676,9.91734,11.5273,3.84028
350.012,14.7681,9.9173,11.5325,3.8317
350.032,14.7945,9.91504,11.5376,3.82316
350.052,14.7955,9.91495,11.5428,3.81457
350.072,14.7955,9.91495,11.5479,3.80602
350.092,14.8219,9.91269,11.5531,3.79743
350.112,14.8224,9.91265,11.5582,3.78884
350.132,14.8404,9.91111,11.5634,3.7803
350.152,14.8498,9.9103,11.5685,3.77172
350.172,14.8503,9.91026,11.5737,3.76309
350.192,14.8687,9.90868,11.5789,3.75447
350.212,14.8692,9.90864,11.584,3.7459
350.232,14.8877,9.90706,11.5892,3.73737
350.252,14.8882,9.90702,11.5943,3.72882
350.272,14.9141,9.9048,11.5995,3.72021
350.292,14.9151,9.90472,11.6046,3.71166
350.312,14.9151,9.90472,11.6097,3.70313
350.332,14.9415,9.90245,11.6149,3.69449
350.352,14.942,9.90241,11.6201,3.68594
350.372,14.9599,9.90088,11.6252,3.67737
350.392,14.9717,9.89982,11.6304,3.66883
350.412,14.9717,9.89982,11.6356,3.66021
350.432,14.9901,9.89816,11.6407,3.65165
350.452,14.9901,9.89816,11.6459,3.64309
350.472,15.0079,9.89664,11.6511,3.6345
350.492,15.0084,9.8966,11.6562,3.62605
350.512,15.0261,9.89509,11.6614,3.61747
350.532,15.0266,9.89505,11.6666,3.609
350.552,15.0444,9.89354,11.6718,3.60042
350.572,15.0449,9.8935,11.677,3.59185
350.592,15.0627,9.89199,11.6823,3.58327
350.612,15.0632,9.89195,11.6875,3.57475
350.632,15.0886,9.88978,11.6927,3.56621
350.652,15.0891,9.88974,11.6979,3.55775
350.672,15.0891,9.88974,11.7031,3.54923
350.692,15.1147,9.88758,11.7084,3.54067
350.712,15.1152,9.88754,11.7136,3.53221
350.732,15.1335,9.88613,11.7188,3.52372
350.752,15.134,9.88609,11.7241,3.51528
350.772,15.1526,9.88482,11.7293,3.50684
350.792,15.1532,9.88479,11.7345,3.49835
350.812,15.172,9.8834,11.7398,3.48988
350.832,15.1726,9.88336,11.745,3.48146
350.852,15.1916,9.88182,11.7503,3.47305
350.872,15.1921,9.88178,11.7556,3.46451
350.892,15.2195,9.87954,11.7609,3.45603
350.912,15.22,9.8795,11.7662,3.44752
350.932,15.22,9.8795,11.7716,3.43902
350.952,15.2474,9.87727,11.7768,3.43057
350.972,15.2479,9.87722,11.7822,3.4221
350.992,15.267,9.87566,11.7875,3.41364
351.012,15.2675,9.87562,11.7928,3.40517
351.032,15.2866,9.87406,11.7982,3.39666
351.052,15.2871,9.87402,11.8035,3.38821
351.072,15.3062,9.87246,11.8089,3.37972
351.092,15.3067,9.87241,11.8143,3.37126
351.112,15.3259,9.87085,11.8196,3.3628
351.132,15.3264,9.87081,11.825,3.35436
351.152,15.3538,9.86824,11.8304,3.34589
351.172,15.3637,9.86705,11.8358,3.33745
351.192,15.3642,9.86699,11.8411,3.32906
351.212,15.3819,9.86495,11.8465,3.32063
351.232,15.3909,9.8641,11.8519,3.31216
351.252,15.3914,9.86407,11.8573,3.30377
351.272,15.4093,9.86319,11.8628,3.29525
351.292,15.4187,9.8628,11.8682,3.28681
351.312,15.4192,9.86278,11.8736,3.27844
351.332,15.4374,9.86181,11.8791,3.27004
351.352,15.4379,9.86178,11.8844,3.26173
351.372,15.4557,9.86054,11.8898,3.25336
351.392,15.4562,9.86051,11.8953,3.24495
351.412,15.4809,9.85847,11.9008,3.23658
351.432,15.4809,9.85847,11.9063,3.22815
351.452,15.4985,9.85704,11.9118,3.21976
351.472,15.5061,9.85648,11.9173,3.21145
351.492,15.5061,9.85648,11.9228,3.20312
351.512,15.5226,9.85534,11.9283,3.19484
351.532,15.523,9.85531,11.9338,3.18661
351.552,15.5395,9.85418,11.9394,3.17831
351.572,15.5399,9.85415,11.945,3.17002
351.592,15.5399,9.85415,11.9506,3.16172
351.612,15.564,9.8525,11.9562,3.15351
351.632,15.5644,9.85247,11.9619,3.14528
351.652,15.5805,9.85138,11.9675,3.13704
351.672,15.5836,9.85116,11.9731,3.12891
351.692,15.605,9.8497,11.9788,3.12069
351.712,15.6054,9.84966,11.9845,3.11254
351.732,15.6228,9.84847,11.9902,3.10434
351.752,15.6233,9.84844,11.9959,3.09621
351.772,15.6233,9.84844,12.0017,3.088
351.792,15.6474,9.84701,12.0075,3.0799
351.812,15.6478,9.84699,12.0132,3.07183
351.832,15.6653,9.84635,12.019,3.06367
351.852,15.6657,9.84634,12.0248,3.05559
351.872,15.6839,9.84608,12.0307,3.04747
351.892,15.6844,9.84608,12.0365,3.03941
351.912,15.7033,9.84613,12.0424,3.03127
351.932,15.7038,9.84613,12.0483,3.02315
351.952,15.723,9.84613,12.0543,3.01507
351.972,15.7235,9.84613,12.0602,3.00701
351.992,15.7512,9.84597,12.0661,2.99897
352.012,15.7518,9.84596,12.0721,2.9909
352.032,15.7518,9.84596,12.0781,2.98286
352.052,15.7797,9.8456,12.0841,2.97484
352.072,15.7803,9.84559,12.0902,2.96678
352.092,15.7993,9.84517,12.0962,2.95878
352.112,15.7998,9.84515,12.1022,2.95081
352.132,15.8178,9.84463,12.1083,2.94286
352.152,15.8271,9.84432,12.1143,2.93503
352.172,15.8276,9.8443,12.1204,2.92701
352.192,15.845,9.84366,12.1265,2.9191
352.212,15.854,9.8433,12.1326,2.91123
352.232,15.854,9.8433,12.1388,2.90326
352.252,15.8782,9.84231,12.145,2.89534
352.272,15.8786,9.84229,12.1511,2.88752
352.292,15.8949,9.84163,12.1572,2.87975
352.312,15.9033,9.84129,12.1634,2.87198
352.332,15.9038,9.84127,12.1696,2.86409
352.352,15.9203,9.84059,12.1758,2.8563
352.372,15.9207,9.84057,12.182,2.84855
352.392,15.9364,9.83993,12.1883,2.84074
352.412,15.9368,9.83992,12.1946,2.83289
352.432,15.9521,9.83929,12.2009,2.82514
352.452,15.9525,9.83928,12.2072,2.81738
352.472,15.9736,9.83841,12.2136,2.80961
352.492,15.9736,9.83841,12.2199,2.80186
352.512,15.9879,9.83783,12.2263,2.79414
352.532,15.9883,9.83782,12.2328,2.78633
352.552,15.9883,9.83782,12.2392,2.77859
352.572,16.0083,9.837,12.2456,2.77093
352.592,16.0087,9.83698,12.252,2.76328
352.612,16.0219,9.83644,12.2585,2.75557
352.632,16.0265,9.83625,12.2649,2.74791
352.652,16.0265,9.83625,12.2714,2.7403
352.672,16.0405,9.83568,12.2779,2.73268
352.692,16.0408,9.83567,12.2843,2.72512
352.712,16.0582,9.83496,12.2909,2.71748
352.732,16.0586,9.83494,12.2975,2.70983
352.752,16.0586,9.83494,12.304,2.70227
352.772,16.0751,9.83427,12.3105,2.69472
352.792,16.0754,9.83425,12.3171,2.6872
352.812,16.0865,9.8338,12.3237,2.6797
352.832,16.0914,9.8336,12.3303,2.67217
352.852,16.0917,9.83359,12.3369,2.66467
352.872,16.1021,9.83316,12.3436,2.65714
352.892,16.1024,9.83315,12.3502,2.64969
352.912,16.1167,9.83257,12.3569,2.64225
352.932,16.1169,9.83256,12.3636,2.63478
352.952,16.1169,9.83256,12.3702,2.62738
352.972,16.1303,9.83201,12.3769,2.62003
352.992,16.1306,9.832,12.3835,2.61269
353.012,16.1394,9.83164,12.3903,2.6053
353.032,16.1396,9.83163,12.397,2.59794
353.052,16.1481,9.83129,12.4038,2.59052
353.072,16.1483,9.83128,12.4107,2.58313
353.092,16.1563,9.83095,12.4174,2.57589
353.112,16.1565,9.83094,12.4242,2.56854
353.132,16.1639,9.83064,12.431,2.56132
353.152,16.1677,9.83049,12.4378,2.5541
353.172,16.1747,9.8302,12.4446,2.54679
353.192,16.175,9.83018,12.4515,2.53952
353.212,16.175,9.83018,12.4584,2.53226
353.232,16.1845,9.8298,12.4654,2.525
353.252,16.1846,9.82979,12.4722,2.5178
353.272,16.1904,9.82955,12.4791,2.51069
353.292,16.1935,9.82943,12.4859,2.50361
353.312,16.1935,9.82943,12.4929,2.49643
353.332,16.199,9.8292,12.4998,2.48928
353.352,16.199,9.8292,12.5068,2.4821
353.372,16.2041,9.829,12.5139,2.47494
353.392,16.2041,9.829,12.521,2.46758
353.412,16.2092,9.82879,12.5279,2.46031
353.432,16.2093,9.82879,12.5347,2.45293
353.452,16.2157,9.82744,12.5413,2.44559
353.472,16.2159,9.82737,12.5479,2.43808
353.492,16.2324,9.82058,12.5544,2.43046
353.512,16.2332,9.8202,12.5606,2.4229
353.532,16.2332,9.8202,12.567,2.41508
353.552,16.2561,9.80868,12.5731,2.40737
353.572,16.2637,9.80464,12.5792,2.39937
353.592,16.2641,9.80442,12.5851,2.39148
353.612,16.2641,9.80442,12.5911,2.38323
353.632,16.2869,9.7924,12.5969,2.37502
353.652,16.2873,9.79217,12.6026,2.36676
353.672,16.3035,9.78386,12.6082,2.35845
353.692,16.304,9.78364,12.6136,2.35023
353.712,16.3205,9.77515,12.6189,2.34182
353.732,16.321,9.77492,12.6242,2.33318
353.752,16.3455,9.76287,12.6294,2.32461
353.772,16.346,9.76265,12.6344,2.31605
353.792,16.346,9.76265,12.6393,2.3074
353.812,16.3718,9.75204,12.6441,2.29861
353.832,16.3723,9.75186,12.6487,2.28987
353.852,16.3905,9.74659,12.6533,2.28107
353.872,16.391,9.74648,12.6577,2.27215
353.892,16.4091,9.74376,12.662,2.26319
353.912,16.4096,9.74372,12.6663,2.2541
353.932,16.4277,9.74362,12.6704,2.24506
353.952,16.4282,9.74365,12.6743,2.23606
353.972,16.4538,9.74733,12.6782,2.22692
353.992,16.4548,9.74747,12.682,2.21749
354.012,16.4548,9.74747,12.6857,2.20811
354.032,16.4843,9.74957,12.6892,2.19884
354.052,16.4849,9.74956,12.6926,2.18945
354.072,16.4849,9.74956,12.6959,2.17997
354.092,16.5152,9.74793,12.6991,2.17051
354.112,16.5158,9.74789,12.7021,2.161
354.132,16.5364,9.74577,12.7051,2.15128
354.152,16.5369,9.74571,12.7079,2.14164
354.172,16.5573,9.74287,12.7106,2.13193
354.192,16.5579,9.74279,12.7131,2.12233
354.212,16.578,9.73934,12.7155,2.11253
354.232,16.5785,9.73924,12.7178,2.10294
354.252,16.6071,9.73345,12.72,2.09328
354.272,16.6076,9.73333,12.722,2.08346
354.292,16.6076,9.73333,12.724,2.07358
354.312,16.6358,9.72626,12.7258,2.06365
354.332,16.6364,9.72611,12.7275,2.05385
354.352,16.6579,9.71948,12.729,2.04393
354.372,16.6584,9.7193,12.7304,2.03412
354.392,16.6771,9.71247,12.7317,2.02416
354.412,16.6868,9.70846,12.7329,2.01433
354.432,16.6873,9.70824,12.734,2.00431
354.452,16.7061,9.69952,12.7349,1.99434
354.472,16.7066,9.69927,12.7357,1.98444
354.492,16.7255,9.68936,12.7363,1.97449
354.512,16.7255,9.68936,12.7368,1.96455
354.532,16.744,9.67873,12.7372,1.95468
354.552,16.744,9.67873,12.7375,1.94479
354.572,16.762,9.66741,12.7377,1.93487
354.592,16.762,9.66741,12.7377,1.9249
354.612,16.7862,9.65057,12.7376,1.91491
354.632,16.7866,9.65025,12.7374,1.90485
354.652,16.7866,9.65025,12.7371,1.8949
354.672,16.8094,9.63144,12.7367,1.88497
354.692,16.8098,9.63107,12.7361,1.87517
354.712,16.8248,9.61734,12.7355,1.86508
354.732,16.8252,9.61696,12.7347,1.8551
354.752,16.8395,9.60268,12.7338,1.84509
354.772,16.8399,9.60228,12.7328,1.83492
354.792,16.8522,9.58736,12.7317,1.82502
354.812,16.8525,9.58696,12.7305,1.81509
354.832,16.8669,9.56663,12.7292,1.8052
354.852,16.8675,9.56588,12.7279,1.79528
354.872,16.8769,9.55258,12.7264,1.78545
354.892,16.8815,9.54591,12.7249,1.77546
354.912,16.8817,9.54553,12.7232,1.76547
354.932,16.8904,9.53201,12.7215,1.75547
354.952,16.8947,9.52475,12.7197,1.74566
354.972,16.8949,9.52436,12.7178,1.73586
354.992,16.9029,9.50984,12.7159,1.72607
355.012,16.9031,9.50944,12.7139,1.71637
355.032,16.9105,9.4943,12.7118,1.70664
355.052,16.9107,9.49388,12.7096,1.69685
355.072,16.9175,9.47812,12.7074,1.68721
355.092,16.9176,9.4777,12.705,1.67745
355.112,16.9265,9.45572,12.7026,1.66765
355.132,16.9265,9.45572,12.7001,1.65794
355.152,16.933,9.43869,12.6976,1.64815
355.172,16.9332,9.43825,12.695,1.63852
355.192,16.9332,9.43825,12.6923,1.62899
355.212,16.9416,9.41375,12.6896,1.61939
355.232,16.9417,9.41326,12.6868,1.60974
355.252,16.9465,9.39512,12.6839,1.60015
355.272,16.9467,9.39463,12.681,1.59057
355.292,16.9512,9.37622,12.678,1.58097
355.312,16.9513,9.37572,12.675,1.57155
355.332,16.9556,9.35699,12.6719,1.56195
355.352,16.9557,9.35648,12.6688,1.55249
355.372,16.9611,9.32901,12.6656,1.54306
355.392,16.9613,9.32796,12.6623,1.53349
355.412,16.9613,9.32796,12.659,1.52404
355.432,16.966,9.30065,12.6557,1.51468
355.452,16.9661,9.30014,12.6523,1.50533
355.472,16.9661,9.30014,12.6489,1.49595
355.492,16.97,9.27227,12.6454,1.48654
355.512,16.97,9.27175,12.6419,1.47714
355.532,16.9719,9.25244,12.6384,1.46788
355.552,16.9719,9.25192,12.6348,1.45857
355.572,16.9729,9.23275,12.6311,1.44926
355.592,16.973,9.23224,12.6274,1.43994
355.612,16.9739,9.21345,12.6237,1.43064
355.632,16.9739,9.21294,12.62,1.42142
355.652,16.9751,9.18646,12.6162,1.41214
355.672,16.9752,9.18597,12.6124,1.40291
355.692,16.9752,9.18597,12.6085,1.39365
355.712,16.9763,9.15951,12.6047,1.38445
355.732,16.9764,9.15901,12.6008,1.37528
355.752,16.9771,9.14032,12.5969,1.36617
355.772,16.9771,9.13982,12.5929,1.35691
355.792,16.9775,9.12095,12.5889,1.34777
355.812,16.9775,9.12044,12.5848,1.33851
355.832,16.9773,9.10116,12.5808,1.32936
355.852,16.9773,9.10066,12.5767,1.32017
355.872,16.9765,9.08006,12.5727,1.31105
355.892,16.9765,9.07956,12.5686,1.30197
355.912,16.9758,9.06093,12.5645,1.29285
355.932,16.9758,9.06043,12.5604,1.28378
355.952,16.9745,9.03374,12.5562,1.27463
355.971,16.9744,9.03273,12.5523,1.26608
355.992,16.9734,9.0147,12.548,1.25659
356.012,16.9728,9.0057,12.5438,1.24755
356.032,16.9728,9.00519,12.5395,1.23842
356.052,16.9728,9.00519,12.5353,1.22929
356.072,16.9709,8.97819,12.531,1.22022
356.092,16.9709,8.97769,12.5267,1.21118
356.112,16.9693,8.9577,12.5224,1.20209
356.132,16.9693,8.9572,12.5181,1.19305
356.152,16.9677,8.93871,12.5138,1.18413
356.172,16.9677,8.93821,12.5095,1.17511
356.192,16.966,8.91923,12.5052,1.16615
356.212,16.9659,8.91873,12.5008,1.15714
356.232,16.9636,8.90041,12.4964,1.14815
356.252,16.9635,8.89991,12.492,1.13916
356.272,16.9608,8.8816,12.4877,1.13025
356.292,16.9607,8.88111,12.4834,1.12135
356.312,16.9567,8.85489,12.479,1.11235
356.332,16.9553,8.84599,12.4746,1.10338
356.352,16.9552,8.84549,12.4702,1.09437
356.374,16.9523,8.8277,12.4653,1.08449
356.394,16.9506,8.81832,12.4608,1.07541
356.414,16.9505,8.81782,12.4564,1.06641
356.434,16.9467,8.79965,12.452,1.0575
356.454,16.9466,8.79916,12.4475,1.04848
356.474,16.9466,8.79916,12.4431,1.03958
356.494,16.941,8.77328,12.4387,1.03066
356.514,16.9409,8.77279,12.4342,1.0217
356.534,16.9357,8.74726,12.4298,1.01276
356.554,16.9356,8.74679,12.4253,1.00384
356.574,16.9356,8.74679,12.4209,0.994927
356.594,16.9307,8.72119,12.4164,0.98605
356.614,16.9289,8.71187,12.412,0.977121
356.634,16.9288,8.71138,12.4075,0.968223
356.654,16.9254,8.69321,12.4031,0.959325
356.674,16.9253,8.69272,12.3986,0.950402
356.694,16.9218,8.67454,12.3942,0.941522
356.714,16.9217,8.67405,12.3897,0.932515
356.734,16.9182,8.65588,12.3852,0.923565
356.754,16.9181,8.65539,12.3807,0.914665
356.774,16.9132,8.62936,12.3763,0.905682
356.794,16.9131,8.62887,12.3718,0.896738
356.814,16.9131,8.62887,12.3673,0.887757
356.834,16.9081,8.60284,12.3628,0.878871
356.854,16.908,8.60234,12.3584,0.870024
356.874,16.9046,8.58417,12.3539,0.861085
356.894,16.9045,8.58368,12.3494,0.852089
356.914,16.9045,8.58368,12.345,0.843178
356.934,16.8994,8.55716,12.3405,0.834213
356.954,16.8993,8.55667,12.3361,0.825313
356.974,16.8959,8.53849,12.3316,0.816372
356.994,16.8958,8.538,12.3271,0.807438
357.014,16.8908,8.51197,12.3227,0.798521
357.034,16.8907,8.51148,12.3182,0.789559
357.054,16.8907,8.51148,12.3137,0.780675
357.074,16.8857,8.48545,12.3093,0.771751
357.094,16.8856,8.48496,12.3048,0.762833
357.114,16.8822,8.46679,12.3003,0.753836
357.134,16.8821,8.4663,12.2958,0.744897
357.154,16.8786,8.44813,12.2914,0.735949
357.174,16.8785,8.44763,12.2869,0.726978
357.194,16.8751,8.42946,12.2824,0.717946
357.214,16.875,8.42897,12.2779,0.709046
357.234,16.8715,8.41083,12.2735,0.700128
357.254,16.8714,8.41034,12.269,0.691178
357.274,16.8663,8.38416,12.2646,0.682302
357.294,16.8662,8.38366,12.2602,0.673348
357.314,16.8662,8.38366,12.2558,0.664394
357.334,16.8612,8.35686,12.2514,0.655481
357.354,16.8611,8.35635,12.247,0.646543
357.374,16.8611,8.35635,12.2426,0.637649
357.394,16.8559,8.32887,12.2382,0.62872
357.414,16.8558,8.32836,12.2338,0.619823
357.434,16.8522,8.30953,12.2294,0.610858
357.454,16.8521,8.30902,12.225,0.601888
357.474,16.8471,8.28255,12.2207,0.5929
357.494,16.847,8.28153,12.2163,0.583907
357.514,16.847,8.28153,12.2119,0.574965
357.534,16.8417,8.25476,12.2076,0.565952
357.554,16.8416,8.25427,12.2032,0.556917
357.574,16.8416,8.25427,12.1988,0.547877
357.594,16.836,8.22814,12.1945,0.538988
357.614,16.8359,8.22765,12.1902,0.529947
357.634,16.8316,8.20977,12.1859,0.520933
357.654,16.8315,8.20927,12.1816,0.511912
357.674,16.8272,8.19058,12.1773,0.502887
357.694,16.8272,8.19058,12.1731,0.493855
357.714,16.8218,8.16488,12.1689,0.484799
357.734,16.8217,8.1644,12.1647,0.475799
357.754,16.8217,8.1644,12.1605,0.466707
357.774,16.8166,8.13798,12.1563,0.457591
357.794,16.8165,8.13751,12.1522,0.448551
357.814,16.8125,8.11979,12.148,0.439425
357.834,16.8124,8.1193,12.1438,0.430334
357.854,16.8093,8.10099,12.1397,0.421276
357.874,16.8093,8.10049,12.1356,0.412205
357.894,16.8061,8.0757,12.1314,0.40304
357.914,16.8061,8.0757,12.1273,0.393949
357.934,16.8036,8.05586,12.1232,0.384915
357.954,16.8035,8.05536,12.1191,0.375832
357.974,16.8035,8.05536,12.115,0.366758
357.994,16.8012,8.03657,12.1109,0.357628
358.014,16.8012,8.03657,12.1068,0.348512
358.034,16.7978,8.01196,12.1027,0.339345
358.054,16.7977,8.01148,12.0986,0.330162
358.074,16.795,7.99336,12.0945,0.32109
358.094,16.795,7.99336,12.0905,0.311964
358.114,16.7913,7.96809,12.0864,0.302789
358.134,16.7905,7.96284,12.0823,0.293737
358.154,16.7905,7.96284,12.0783,0.284633
358.173,16.7875,7.94233,12.0745,0.275976
358.194,16.7862,7.93422,12.0702,0.266351
358.214,16.7862,7.93422,12.0662,0.257206
358.234,16.7833,7.91418,12.0622,0.248122
358.254,16.7832,7.9137,12.0582,0.238993
358.274,16.7806,7.89604,12.0542,0.22984
358.294,16.7805,7.89556,12.0502,0.220673
358.314,16.7779,7.87785,12.0462,0.211572
358.334,16.7778,7.87737,12.0421,0.202343
358.354,16.7752,7.85948,12.0381,0.193139
358.374,16.7751,7.85899,12.0341,0.183881
358.394,16.7726,7.8412,12.0301,0.174691
358.414,16.7713,7.83109,12.0262,0.16549
358.434,16.7713,7.83109,12.0223,0.156345
358.454,16.768,7.8034,12.0184,0.147225
358.474,16.7679,7.80286,12.0145,0.137996
358.494,16.7679,7.80286,12.0106,0.128815
358.514,16.7643,7.77385,12.0067,0.119589
358.534,16.7642,7.77331,12.0029,0.110348
358.554,16.7614,7.75309,11.9991,0.101139
358.574,16.7614,7.75254,11.9953,0.0919141
358.594,16.7585,7.73224,11.9915,0.0827145
358.614,16.7584,7.73169,11.9876,0.0734388
358.634,16.7556,7.71185,11.9837,0.0642068
358.654,16.7556,7.71132,11.9799,0.055027
358.674,16.7516,7.68399,11.9759,0.0458424
358.694,16.7514,7.68297,11.972,0.0367684
358.714,16.7488,7.66484,11.968,0.0276606
358.734,16.7478,7.65784,11.964,0.0184083
358.754,16.7478,7.65784,11.9599,0.00934559
358.774,16.745,7.63791,11.9558,0.000180079
358.794,16.7449,7.63741,11.9517,-0.008993
358.814,16.7422,7.61894,11.9476,-0.018096
358.834,16.7421,7.61844,11.9435,-0.0271814
358.854,16.7391,7.5979,11.9393,-0.0363255
358.874,16.739,7.5974,11.9352,-0.0453982
358.894,16.7362,7.5787,11.9311,-0.0544486
358.914,16.7361,7.5782,11.9269,-0.0635838
358.934,16.7332,7.55933,11.9228,-0.0726006
358.954,16.7332,7.55882,11.9186,-0.0817336
358.974,16.7305,7.53996,11.9145,-0.0907637
358.994,16.7304,7.53945,11.9103,-0.0998389
359.014,16.7273,7.513,11.9062,-0.108936
359.034,16.7272,7.5125,11.902,-0.117976
359.054,16.7272,7.5125,11.8978,-0.127097
359.074,16.7239,7.4862,11.8936,-0.136216
359.094,16.7239,7.4857,11.8894,-0.145273
359.114,16.7216,7.46785,11.8852,-0.154295
359.134,16.7204,7.45893,11.881,-0.163429
359.154,16.7204,7.45893,11.8768,-0.17244
359.174,16.7179,7.4396,11.8726,-0.181438
359.194,16.7178,7.4391,11.8684,-0.190446
359.214,16.7154,7.42127,11.8642,-0.199444
359.234,16.7148,7.41681,11.8599,-0.208532
359.254,16.7117,7.39453,11.8556,-0.217667
359.274,16.7116,7.39404,11.8514,-0.226653
359.294,16.7116,7.39404,11.8471,-0.235661
359.314,16.7079,7.3678,11.8429,-0.244666
359.334,16.7073,7.36334,11.8386,-0.253725
359.354,16.7073,7.36334,11.8343,-0.262772
359.374,16.7038,7.33909,11.8301,-0.271747
359.394,16.7037,7.33859,11.8257,-0.280826
359.414,16.7008,7.31879,11.8214,-0.289904
359.434,16.6995,7.30987,11.8171,-0.298909
359.454,16.6995,7.30938,11.8129,-0.307875
359.474,16.6966,7.29054,11.8085,-0.316913
359.494,16.6965,7.29004,11.8042,-0.325851
359.514,16.6965,7.29004,11.7999,-0.33488
359.534,16.6916,7.26316,11.7956,-0.343874
359.554,16.6915,7.26266,11.7912,-0.35293
359.574,16.6877,7.24393,11.7868,-0.361983
359.593,16.6877,7.24393,11.7827,-0.370574
359.614,16.6838,7.22488,11.7781,-0.380095
359.634,16.6838,7.22488,11.7737,-0.389109
359.654,16.679,7.19879,11.7694,-0.39811
359.674,16.679,7.1983,11.765,-0.407141
359.694,16.6758,7.18059,11.7607,-0.416179
359.714,16.6741,7.17124,11.7563,-0.425284
359.735,16.674,7.17075,11.7517,-0.434754
359.755,16.6707,7.15254,11.7473,-0.44374
359.775,16.6706,7.15205,11.743,-0.452783
359.795,16.6673,7.13384,11.7386,-0.461773
359.815,16.6672,7.13335,11.7343,-0.470719
359.835,16.6625,7.10727,11.73,-0.479714
359.855,16.6624,7.10629,11.7256,-0.488671
359.875,16.6624,7.10629,11.7212,-0.497779
359.895,16.6577,7.08021,11.7169,-0.506786
359.915,16.6576,7.07971,11.7125,-0.515775
359.935,16.6576,7.07971,11.7082,-0.524763
359.955,16.6528,7.05314,11.7038,-0.533775
359.975,16.6527,7.05265,11.6995,-0.542774
359.995,16.6491,7.03297,11.6951,-0.551768
360.015,16.6491,7.03297,11.6908,-0.560804
360.035,16.6458,7.01427,11.6864,-0.569778
360.055,16.6458,7.01427,11.6821,-0.57874
360.075,16.6426,6.99656,11.6777,-0.587753
360.095,16.641,6.9877,11.6734,-0.596801
360.115,16.6378,6.96999,11.669,-0.60578
360.135,16.6362,6.96113,11.6647,-0.614722
360.155,16.6361,6.96064,11.6604,-0.623721
360.175,16.6361,6.96064,11.656,-0.632692
360.195,16.6313,6.93407,11.6517,-0.641681
360.215,16.6312,6.93357,11.6474,-0.650623
360.235,16.6279,6.91537,11.643,-0.659626
360.255,16.6278,6.91488,11.6387,-0.668613
360.275,16.6249,6.89755,11.6343,-0.677572
360.295,16.6248,6.89712,11.63,-0.68655
360.315,16.6231,6.88302,11.6257,-0.695526
360.335,16.6227,6.87728,11.6213,-0.70452
360.355,16.6228,6.86674,11.617,-0.713476
360.375,16.6228,6.86649,11.6126,-0.72267
360.395,16.624,6.85843,11.6085,-0.731695
360.415,16.6245,6.85456,11.6044,-0.740757
360.435,16.6245,6.85434,11.6005,-0.749947
360.455,16.6249,6.84706,11.5966,-0.759307
360.475,16.6249,6.84689,11.5929,-0.76855
360.495,16.6242,6.84088,11.5894,-0.777825
360.515,16.6241,6.84071,11.5859,-0.787293
360.535,16.6234,6.83458,11.5825,-0.79674
360.555,16.6229,6.83124,11.5793,-0.806233
360.575,16.6229,6.83106,11.5761,-0.815968
